corpus	doc	classify_exit	classify_code	extract_exit	extract_code	extract_message	pages_authorized	pages_processed	pages_failed	pages_unsupported	pages_quarantined	pages_not_attempted	terminal	limitation_codes	artifact_bytes	extract_wall_s
odl-bench	01030000000037.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;form-xobjects-not-descended;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;mcid-property-list-by-name;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;ruled-table-candidate-refused;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	120759	0.018
odl-bench	01030000000038.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;form-xobjects-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;mcid-property-list-by-name;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;ruled-table-candidate-refused;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	113852	0.017
odl-bench	01030000000039.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;form-xobjects-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;mcid-property-list-by-name;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;ruled-table-candidate-refused;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	98384	0.016
odl-bench	01030000000040.pdf	0		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;composite-font-codes-from-tounicode;form-xobject-text-not-descended;form-xobjects-not-descended;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	254975	0.018
odl-bench	01030000000041.pdf	0		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;composite-font-codes-from-tounicode;form-xobject-text-not-descended;form-xobjects-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	295288	0.020
odl-bench	01030000000042.pdf	0		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;composite-font-codes-from-tounicode;form-xobject-text-not-descended;form-xobjects-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	370107	0.021
odl-bench	01030000000043.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;form-xobjects-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	224261	0.019
odl-bench	01030000000044.pdf	0		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;stroke-ruled-table-candidate-refused;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	24528	0.016
odl-bench	01030000000045.pdf	0		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;composite-font-codes-from-tounicode;form-xobject-text-not-descended;form-xobjects-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	51198	0.016
odl-bench	01030000000046.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;composite-font-codes-from-tounicode;form-xobject-text-not-descended;form-xobjects-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	77076	0.017
odl-bench	01030000000047.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;composite-font-codes-from-tounicode;form-xobject-text-not-descended;form-xobjects-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	57592	0.015
odl-bench	01030000000048.pdf	0		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;composite-font-codes-from-tounicode;form-xobject-text-not-descended;form-xobjects-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	194149	0.017
odl-bench	01030000000049.pdf	0		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;composite-font-codes-from-tounicode;form-xobject-text-not-descended;form-xobjects-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	181038	0.016
odl-bench	01030000000050.pdf	0		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;composite-font-codes-from-tounicode;form-xobject-text-not-descended;form-xobjects-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	128745	0.015
odl-bench	01030000000051.pdf	0		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;composite-font-codes-from-tounicode;form-xobject-text-not-descended;form-xobjects-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	115650	0.015
odl-bench	01030000000052.pdf	0		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;composite-font-codes-from-tounicode;form-xobject-text-not-descended;form-xobjects-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	143840	0.014
odl-bench	01030000000053.pdf	0		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;composite-font-codes-from-tounicode;form-xobject-text-not-descended;form-xobjects-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	123432	0.016
odl-bench	01030000000054.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;composite-font-codes-from-tounicode;form-xobject-text-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	547939	0.023
odl-bench	01030000000055.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;composite-font-codes-from-tounicode;form-xobject-text-not-descended;form-xobjects-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	510272	0.029
odl-bench	01030000000056.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;composite-font-codes-from-tounicode;form-xobject-text-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;non-text-nodes-not-projected;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	295787	0.017
odl-bench	01030000000057.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;composite-font-codes-from-tounicode;form-xobject-text-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;non-text-nodes-not-projected;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	383755	0.020
odl-bench	01030000000058.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;composite-font-codes-from-tounicode;form-xobject-text-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;non-text-nodes-not-projected;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	290581	0.018
odl-bench	01030000000059.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;composite-font-codes-from-tounicode;form-xobject-text-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;non-text-nodes-not-projected;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	223378	0.018
odl-bench	01030000000060.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;composite-font-codes-from-tounicode;form-xobject-text-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;non-text-nodes-not-projected;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	282976	0.019
odl-bench	01030000000061.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;composite-font-codes-from-tounicode;form-xobject-text-not-descended;form-xobjects-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	227412	0.019
odl-bench	01030000000062.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;composite-font-codes-from-tounicode;form-xobject-text-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;non-text-nodes-not-projected;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	466910	0.022
odl-bench	01030000000063.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;non-text-nodes-not-projected;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	201614	0.018
odl-bench	01030000000064.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;ruled-table-candidate-refused;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	503509	0.021
odl-bench	01030000000065.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;non-text-nodes-not-projected;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	363450	0.020
odl-bench	01030000000066.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;form-xobjects-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;non-text-nodes-not-projected;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	167110	0.018
odl-bench	01030000000067.pdf	0		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;form-xobjects-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	158628	0.017
odl-bench	01030000000068.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;form-xobjects-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;non-text-nodes-not-projected;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	215137	0.018
odl-bench	01030000000069.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;form-xobjects-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;non-text-nodes-not-projected;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	234823	0.020
odl-bench	01030000000070.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;composite-font-codes-from-tounicode;form-xobject-text-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;non-text-nodes-not-projected;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;ruled-table-candidate-refused;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	187623	0.026
odl-bench	01030000000071.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;composite-font-codes-from-tounicode;form-xobject-text-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;ruled-table-candidate-refused;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	527780	0.024
odl-bench	01030000000072.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;composite-font-codes-from-tounicode;form-xobject-text-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;non-text-nodes-not-projected;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;ruled-table-candidate-refused;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	213342	0.020
odl-bench	01030000000073.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;composite-font-codes-from-tounicode;form-xobject-text-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;non-text-nodes-not-projected;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;ruled-table-candidate-refused;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	265168	0.019
odl-bench	01030000000074.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;form-xobjects-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;ruled-table-candidate-refused;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	79733	0.018
odl-bench	01030000000075.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;form-xobjects-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;mcid-property-list-by-name;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;ruled-table-candidate-refused;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	132978	0.014
odl-bench	01030000000076.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;form-xobjects-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;ruled-table-candidate-refused;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	101144	0.014
odl-bench	01030000000077.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;form-xobjects-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;ruled-table-candidate-refused;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	91686	0.013
odl-bench	01030000000078.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;form-xobjects-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;mcid-property-list-by-name;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;ruled-table-candidate-refused;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	132574	0.015
odl-bench	01030000000079.pdf	0		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;composite-font-codes-from-tounicode;form-xobject-text-not-descended;form-xobjects-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	75961	0.014
odl-bench	01030000000080.pdf	0		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;composite-font-codes-from-tounicode;form-xobject-text-not-descended;form-xobjects-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	93568	0.016
odl-bench	01030000000081.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;composite-font-codes-from-tounicode;form-xobject-text-not-descended;form-xobjects-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	83586	0.016
odl-bench	01030000000082.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;form-xobjects-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;stroke-ruled-table-candidate-refused;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	59089	0.015
odl-bench	01030000000083.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;composite-font-codes-from-tounicode;form-xobject-text-not-descended;form-xobjects-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;stroke-ruled-table-candidate-refused;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	80976	0.015
odl-bench	01030000000084.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;form-xobjects-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;stroke-ruled-table-candidate-refused;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	46959	0.013
odl-bench	01030000000085.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;composite-font-codes-from-tounicode;form-xobject-text-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;non-text-nodes-not-projected;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	72145	0.015
odl-bench	01030000000086.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;composite-font-codes-from-tounicode;form-xobject-text-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;non-text-nodes-not-projected;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	454757	0.020
odl-bench	01030000000087.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;composite-font-codes-from-tounicode;form-xobject-text-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;non-text-nodes-not-projected;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	357668	0.019
odl-bench	01030000000088.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;composite-font-codes-from-tounicode;form-xobject-text-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;ruled-table-candidate-refused;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	232109	0.017
odl-bench	01030000000089.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;ruled-table-candidate-refused;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	220181	0.016
odl-bench	01030000000090.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;composite-font-codes-from-tounicode;form-xobject-text-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;ruled-table-candidate-refused;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	214347	0.017
odl-bench	01030000000091.pdf	0		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;broken-font-encoding;form-xobject-text-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	262492	0.018
odl-bench	01030000000092.pdf	0		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;broken-font-encoding;form-xobject-text-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	372428	0.020
odl-bench	01030000000093.pdf	0		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	326598	0.019
odl-bench	01030000000094.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;non-text-nodes-not-projected;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	96729	0.015
odl-bench	01030000000095.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;non-text-nodes-not-projected;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	177286	0.016
odl-bench	01030000000096.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;non-text-nodes-not-projected;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	85297	0.015
odl-bench	01030000000097.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;non-text-nodes-not-projected;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	183196	0.021
odl-bench	01030000000098.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;non-text-nodes-not-projected;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	101302	0.015
odl-bench	01030000000099.pdf	1		0			1	1	0	0	0	0	complete	backend-xref-strict-20-byte;form-xobject-text-not-descended;geometry-absent-not-groundable;image-payload-not-embedded;low-contrast-not-detected;markdown-table-spans-flattened;non-text-nodes-not-projected;page-raster-not-emitted;predefined-cmaps-not-vendored;reading-order-geometric-only;undrawn-table-edges-not-supplied;unruled-table-candidate-refused;untagged-structure-tree-absent	96980	0.015
